Rk,Player,WAR/pos,G,Year,Age,Tm,Lg,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
649,Caleb Cotham\cothaca01,0,22,2016,28,CIN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
650,Zac Curtis\curtiza01,0,20,2016,23,ARI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
651,Grant Dayton\daytogr01,0,23,2016,28,LAD,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
652,Joel De La Cruz\delacjo01,0,21,2016,27,ATL,NL,18,16,0,3,0,0,0,1,0,0,8,0,2,0,1,0,0,0.188,0.188,0.188,0.375,*1
653,Jose Dominguez\dominjo01,0,30,2016,25,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
654,Carl Edwards Jr.\edwarca01,0,34,2016,24,CHC,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1/H
655,Brian Ellington\ellinbr02,0,28,2016,25,MIA,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
656,Edwin Escobar\escobed02,0,24,2016,24,ARI,NL,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
657,Carlos Estevez\estevca01,0,58,2016,23,COL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
658,Koda Glover\gloveko01,0,18,2016,23,WSN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
659,David Goforth\goforda01,0,10,2016,27,MIL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
660,Severino Gonzalez\gonzase01,0,25,2016,23,PHI,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
661,Jon Gray (RoY-6th)\grayjo02,0,26,2016,24,COL,NL,55,47,2,7,2,0,0,4,2,0,30,0,6,0,0,0,0,0.149,0.184,0.191,0.375,*1
662,Steve Hathaway\hathast01,0,21,2016,25,ARI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
663,Keith Hessler\hesslke01,0,17,2016,27,TOT,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
664,Dalier Hinojosa\hinojda01,0,10,2016,30,PHI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
665,Tyrell Jenkins\jenkity01,0,14,2016,23,ATL,NL,17,13,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,*1
666,Casey Kelly\kellyca01,0,10,2016,26,ATL,NL,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,*1
667,Dean Kiekhefer\kiekhde01,0,26,2016,27,STL,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
668,Derek Law\lawde01,0,57,2016,25,SFG,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
669,Kenta Maeda (RoY-3rd)\maedake01,0,34,2016,28,LAD,NL,66,57,5,7,1,0,1,4,1,0,16,0,8,0,1,0,0,0.123,0.138,0.193,0.331,*1/H
670,Jhan Marinez\marinjh01,0,40,2016,27,TOT,ML,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
671,Colton Murray\murraco02,0,22,2016,26,PHI,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
672,Nefi Ogando\ogandne01,0,12,2016,27,MIA,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
673,Seunghwan Oh (RoY-6th)\ohse01,0,72,2016,33,STL,NL,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,*1
674,Steven Okert\okertst01,0,14,2016,24,SFG,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
675,Josh Osich\osichjo01,0,55,2016,27,SFG,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
676,Felix Pena\penafe01,0,11,2016,26,CHC,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
677,Wandy Peralta\peralwa01,0,10,2016,24,CIN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
678,Jose Ramirez\ramirjo02,0,33,2016,26,ATL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
679,Edubray Ramos\ramosed02,0,40,2016,23,PHI,NL,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,,,*1
680,Josh Ravin\ravinjo01,0,10,2016,28,LAD,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
681,Joely Rodriguez\rodrijo06,0,12,2016,24,PHI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
682,A.J. Schugel\schugaj01,0,32,2016,27,PIT,NL,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,*1
683,Josh A. Smith\smithjo07,0,32,2016,28,CIN,NL,11,11,0,2,1,0,0,0,0,0,4,0,0,0,0,0,0,0.182,0.182,0.273,0.455,*1/H
684,Josh Smoker\smokejo01,0,20,2016,27,NYM,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
685,Sammy Solis\solissa01,0,35,2016,27,WSN,NL,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
686,Brent Suter\suterbr01,0,13,2016,26,MIL,NL,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
687,Sam Tuivailala\tuivasa01,0,11,2016,23,STL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
688,Nick Wittgren\wittgni01,0,44,2016,25,MIA,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
689,Gabriel Ynoa\ynoaga01,0,10,2016,23,NYM,NL,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
690,Josh Osich\osichjo01,0,34,2015,26,SFG,NL,3,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,*1
691,JC Ramirez\ramirjc01,0,12,2015,26,TOT,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
692,Felipe Vazquez\riverfe01,0,46,2015,23,WSN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
693,Kenny Roberts\roberke02,0,14,2015,27,TOT,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
694,Hansel Robles\robleha01,0,55,2015,24,NYM,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
695,Zac Rosscup\rosscza01,0,32,2015,27,CHC,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
696,Miguel Socolovich\socolmi01,0,26,2015,28,STL,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
697,Hunter Strickland\strichu01,0,52,2015,26,SFG,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
698,Ian Thomas\thomaia01,0,14,2015,28,TOT,NL,4,3,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0.25,0,0.25,*1
699,Sam Tuivailala\tuivasa01,0,12,2015,22,STL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
700,Pedro Villarreal\villape01,0,27,2015,27,CIN,NL,6,6,0,1,1,0,0,2,0,0,3,0,0,0,0,0,0,0.167,0.167,0.333,0.5,*1
701,Arodys Vizcaino\vizcaar01,0,34,2015,24,ATL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
702,Matt Wisler\wislema01,0,20,2015,22,ATL,NL,36,29,0,4,0,0,0,1,2,0,6,0,5,0,0,0,0,0.138,0.194,0.138,0.331,*1/H
703,Elvis Araujo\araujel01,0,36,2015,23,PHI,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
704,Pedro Baez\baezpe01,0,48,2015,27,LAD,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
705,Kyle Barraclough\barraky01,0,24,2015,25,MIA,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
706,Silvino Bracho\brachsi01,0,13,2015,22,ARI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
707,Jake Brigham\brighja01,0,12,2015,27,ATL,NL,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,*1
708,Mike Broadway\broadmi01,0,21,2015,28,SFG,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
709,Brooks Brown\brownbr02,0,35,2015,30,COL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
710,Danny Burawa\burawda01,0,12,2015,26,TOT,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
711,Enrique Burgos\burgoen02,0,30,2015,24,ARI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
712,Arquimedes Caminero\caminar01,0,67,2015,28,PIT,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
713,Simon Castro\castrsi01,0,11,2015,27,COL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
714,Andrew Chafin\chafian01,0,61,2015,25,ARI,NL,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
715,Brandon Cunniff\cunnibr02,0,38,2015,26,ATL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
716,Jairo Diaz\diazja01,0,19,2015,24,COL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
717,Jon Edwards\edwarjo02,0,12,2015,27,TOT,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
718,Brian Ellington\ellinbr02,0,22,2015,24,MIA,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
719,Frank Garces\garcefr01,0,37,2015,25,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
720,Yimi Garcia\garciyi01,0,55,2015,24,LAD,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
721,Erik Goeddel\goedder01,0,33,2015,26,NYM,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
722,Matt Grace\gracema02,0,26,2015,26,WSN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
723,Jason Gurka\gurkaja01,0,10,2015,27,COL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*19
724,Mitch Harris\harrimi03,0,26,2015,29,STL,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
725,Dalier Hinojosa\hinojda01,0,17,2015,29,TOT,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
726,Ryan Kelly\kellyry01,0,16,2015,27,ATL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
727,Corey Knebel\knebeco01,0,44,2015,23,MIL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
728,Bobby LaFromboise\lafrobo01,0,11,2015,29,PIT,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
729,Jack Leathersich\leathja01,0,16,2015,24,NYM,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
730,Adam Liberatore\liberad01,0,38,2015,28,LAD,NL,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,*1
731,Matt Marksberry\marksma01,0,30,2015,24,ATL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
732,Cody Martin\martico01,0,19,2015,25,TOT,ML,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,*1
733,Rafael Martin\martira04,0,12,2015,31,WSN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
734,Andrew McKirahan\mckiran01,0,24,2015,25,ATL,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
735,Adam Morgan\morgaad01,0,13,2015,25,PHI,NL,27,26,2,2,1,0,0,1,0,0,12,0,1,0,0,0,0,0.077,0.077,0.115,0.192,*1
736,Hector Neris\nerishe01,0,30,2015,26,PHI,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
737,Scott Oberg\obergsc01,0,61,2015,25,COL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
738,R.J. Alvarez\alvarrj01,0,10,2014,23,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
739,Pedro Baez\baezpe01,0,18,2014,26,LAD,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
740,Aaron Barrett\barreaa01,0,46,2014,26,WSN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
741,Chad Bettis\bettich01,0,21,2014,25,COL,NL,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
742,Vic Black\blackvi01,0,40,2014,26,NYM,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
743,Brooks Brown\brownbr02,0,28,2014,29,COL,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
744,Nick Christiani\chrisni01,0,10,2014,26,CIN,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
745,Carlos Contreras\contrca01,0,14,2014,23,CIN,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
746,Brandon Cumpton\cumptbr01,0,14,2014,25,PIT,NL,20,17,1,2,0,0,0,1,1,0,7,0,2,0,0,0,0,0.118,0.167,0.118,0.284,*1
747,Eury De La Rosa\delareu01,0,24,2014,24,ARI,NL,3,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,*1
748,Jumbo Diaz\diazju03,0,34,2014,30,CIN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
749,Sam Dyson\dysonsa01,0,30,2014,26,MIA,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
750,Yohan Flande\flandyo01,0,16,2014,28,COL,NL,17,12,0,1,0,0,0,1,1,0,6,0,4,0,0,0,0,0.083,0.154,0.083,0.237,*1
751,Kyuji Fujikawa\fujikky01,0,14,2014,33,CHC,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
752,Frank Garces\garcefr01,0,15,2014,24,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
753,Ken Giles (RoY-4th)\gileske01,0,42,2014,23,PHI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
754,Mario Hollands\hollama01,0,46,2014,25,PHI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
755,Juan Jaime\jaimeju01,0,13,2014,26,ATL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
756,Evan Marshall\marshev01,0,52,2014,24,ARI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
757,Chris Martin\martich02,0,15,2014,28,COL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
758,Rafael Montero\montera01,0,10,2014,23,NYM,NL,13,11,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,*1
759,Kevin Quackenbush\quackke01,0,54,2014,25,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
760,Neil Ramirez\ramirne01,0,47,2014,25,CHC,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
761,Zac Rosscup\rosscza01,0,15,2014,26,CHC,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
762,Chasen Shreve\shrevch01,0,14,2014,23,ATL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
763,Shae Simmons\simmosh01,0,25,2014,23,ATL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
764,Matt Stites\stitema01,0,35,2014,24,ARI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
765,Ian Thomas\thomaia01,0,16,2014,27,ATL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
766,Blake Treinen\treinbl01,0,15,2014,26,WSN,NL,15,12,0,1,0,0,0,0,1,0,8,0,2,0,0,0,0,0.083,0.154,0.083,0.237,*1
767,Wei-Chung Wang\wangwe01,0,14,2014,22,MIL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
768,Rob Wooten\wootero01,0,37,2014,28,MIL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
769,Curtis Partch\partccu01,0,13,2013,26,CIN,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
770,Jonathan Pettibone\pettijo02,0,17,2013,22,PHI,NL,32,29,4,3,1,0,0,0,3,0,14,0,0,0,0,0,0,0.103,0.188,0.138,0.325,*1
771,JC Ramirez\ramirjc01,0,17,2013,24,PHI,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
772,AJ Ramos\ramosaj01,0,64,2013,26,MIA,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
773,Scott Rice\ricesc01,0,70,2013,31,NYM,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
774,Paco Rodriguez\rodrist02,0,72,2013,22,LAD,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
775,Chaz Roe\roech01,0,20,2013,26,ARI,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
776,Hector Rondon\rondohe01,0,43,2013,25,CHC,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
777,Sandy Rosario\rosarsa02,0,40,2013,27,SFG,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
778,B.J. Rosenberg\rosenbj01,0,22,2013,27,PHI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
779,Trevor Rosenthal\rosentr01,0,72,2013,23,STL,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
780,Zac Rosscup\rosscza01,0,10,2013,25,CHC,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
781,Rob Scahill\scahiro01,0,22,2013,26,COL,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
782,Kevin Siegrist\siegrke01,0,42,2013,23,STL,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
783,Nick Vincent\vinceni01,0,44,2013,26,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
784,Zack Wheeler\wheelza01,0,16,2013,23,NYM,NL,34,30,1,4,1,0,0,2,1,0,13,0,3,0,0,0,0,0.133,0.161,0.167,0.328,*1/H
785,Chris Withrow\withrch01,0,23,2013,24,LAD,NL,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,*1
786,Rob Wooten\wootero01,0,26,2013,27,MIL,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
787,Phillippe Aumont\aumonph01,0,20,2013,24,PHI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
788,Chad Bettis\bettich01,0,16,2013,24,COL,NL,14,11,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,*1/H
789,Vic Black\blackvi01,0,17,2013,25,TOT,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
790,Michael Blazek\blazemi01,0,16,2013,24,TOT,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
791,Brad Boxberger\boxbebr01,0,17,2013,25,SDP,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
792,Keith Butler\butleke01,0,15,2013,24,STL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
793,Arquimedes Caminero\caminar01,0,13,2013,26,MIA,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
794,Tyler Cloyd\cloydty01,0,11,2013,26,PHI,NL,22,18,1,2,1,0,0,1,2,0,4,0,2,0,0,0,0,0.111,0.2,0.167,0.367,*1
795,Erik Davis\daviser02,0,10,2013,26,WSN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
796,Eury De La Rosa\delareu01,0,19,2013,23,ARI,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
797,Jake Dunning\dunnija01,0,28,2013,24,SFG,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
798,Robbie Erlin\erlinro01,0,10,2013,22,SDP,NL,19,16,0,1,0,0,0,1,1,0,5,0,2,0,0,0,0,0.063,0.118,0.063,0.18,*1
799,Sam Freeman\freemsa01,0,13,2013,26,STL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
800,Kyuji Fujikawa\fujikky01,0,12,2013,32,CHC,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
801,Luis Garcia\garcilu03,0,22,2013,26,PHI,NL,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
802,Gonzalez Germen\germego01,0,28,2013,25,NYM,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
803,Justin Grimm\grimmju01,0,11,2013,24,TOT,ML,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
804,Will Harris\harriwi10,0,57,2013,28,ARI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
805,Jim Henderson\hendeji01,0,58,2013,30,MIL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
806,Colt Hynes\hynesco01,0,22,2013,28,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
807,Dan Jennings\jennida01,0,43,2013,26,MIA,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
808,Ian Krol\krolia01,0,30,2013,22,WSN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
809,Tommy Layne\layneto01,0,14,2013,28,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
810,Tyler Lyons\lyonsty01,0,11,2013,25,STL,NL,13,12,0,2,0,0,0,0,0,0,4,0,1,0,0,0,0,0.167,0.167,0.167,0.333,*1
811,Jean Machi\machije01,0,50,2013,31,SFG,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
812,Seth Maness\manesse01,0,64,2013,24,STL,NL,5,5,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0.2,0.2,0.2,0.4,*1
813,Carlos Martinez\martica04,0,21,2013,21,STL,NL,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
814,Bryan Morris\morribr01,0,52,2013,26,PIT,NL,5,5,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.2,0.4,*1
815,Phillippe Aumont\aumonph01,0,18,2012,23,PHI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
816,Luis Avilan\avilalu01,0,31,2012,22,ATL,NL,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,*1
817,Jeff Beliveau\belivje01,0,22,2012,25,CHC,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
818,Brad Boxberger\boxbebr01,0,23,2012,24,SDP,NL,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,*1
819,Brad Brach\brachbr01,0,66,2012,26,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
820,Barret Browning\brownba01,0,22,2012,27,STL,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
821,Cory Burns\burnsco01,0,17,2012,24,SDP,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
822,Alberto Cabrera\cabreal03,0,25,2012,23,CHC,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
823,Robert Carson\carsoro01,0,16,2012,23,NYM,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
824,Lendy Castillo\castile01,0,13,2012,23,CHC,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
825,Xavier Cedeno\cedenxa01,0,42,2012,25,HOU,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
826,Jaye Chapman\chapmja02,0,14,2012,25,CHC,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
827,Patrick Corbin\corbipa01,0,22,2012,22,ARI,NL,43,36,3,4,0,1,0,4,1,0,17,0,6,0,0,0,0,0.111,0.135,0.167,0.302,*1
828,Rhiner Cruz\cruzrh01,0,49,2012,25,HOU,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
829,Justin De Fratus\defraju01,0,13,2012,24,PHI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
830,Jake Diekman\diekmja01,0,29,2012,25,PHI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
