"","Year","cbns","threshold","retirees","prop"
"6361",1979,1,1.175,42,0.0238095238095238
"6362",1980,3,1.175,45,0.0666666666666667
"6363",1981,0,1.175,37,0
"6364",1982,1,1.175,38,0.0263157894736842
"6365",1983,0,1.175,35,0
"6366",1984,1,1.175,41,0.024390243902439
"6367",1985,1,1.175,55,0.0181818181818182
"6368",1986,1,1.175,47,0.0212765957446809
"6369",1987,0,1.175,36,0
"6370",1988,0,1.175,36,0
"6371",1989,0,1.175,46,0
"6372",1990,2,1.175,51,0.0392156862745098
"6373",1991,3,1.175,43,0.0697674418604651
"6374",1992,4,1.175,45,0.0888888888888889
"6375",1993,1,1.175,44,0.0227272727272727
"6376",1994,2,1.175,38,0.0526315789473684
"6377",1995,3,1.175,47,0.0638297872340425
"6378",1996,3,1.175,38,0.0789473684210526
"6379",1997,3,1.175,36,0.0833333333333333
"6380",1998,3,1.175,52,0.0576923076923077
"6381",1999,2,1.175,49,0.0408163265306122
"6382",2000,2,1.175,52,0.0384615384615385
"6383",2001,3,1.175,67,0.0447761194029851
"6384",2002,3,1.175,46,0.0652173913043478
"6385",2003,2,1.175,44,0.0454545454545455
"6386",2004,0,1.175,49,0
"6387",2005,2,1.175,44,0.0454545454545455
"6388",2006,0,1.175,50,0
"6389",2007,4,1.175,65,0.0615384615384615
"6390",2008,1,1.175,53,0.0188679245283019
"6391",2009,3,1.175,48,0.0625
"6392",2010,2,1.175,51,0.0392156862745098
"6393",2011,1,1.175,58,0.0172413793103448
"6394",2012,1,1.175,56,0.0178571428571429
"6395",2013,0,1.175,57,0
"6396",2014,0,1.175,57,0
"6397",2015,2,1.175,58,0.0344827586206897
"6398",2016,5,1.175,60,0.0833333333333333
"6399",2017,1,1.175,69,0.0144927536231884
"6400",2018,2,1.175,62,0.032258064516129
"6401",1969,0,1.2,32,0
"6402",1970,0,1.2,35,0
"6403",1971,0,1.2,44,0
"6404",1972,2,1.2,49,0.0408163265306122
"6405",1973,1,1.2,41,0.024390243902439
"6406",1974,1,1.2,45,0.0222222222222222
"6407",1975,1,1.2,36,0.0277777777777778
"6408",1976,0,1.2,33,0
"6409",1977,1,1.2,55,0.0181818181818182
"6410",1978,1,1.2,35,0.0285714285714286
"6411",1979,1,1.2,42,0.0238095238095238
"6412",1980,3,1.2,45,0.0666666666666667
"6413",1981,0,1.2,37,0
"6414",1982,1,1.2,38,0.0263157894736842
"6415",1983,0,1.2,35,0
"6416",1984,1,1.2,41,0.024390243902439
"6417",1985,1,1.2,55,0.0181818181818182
"6418",1986,1,1.2,47,0.0212765957446809
"6419",1987,0,1.2,36,0
"6420",1988,0,1.2,36,0
"6421",1989,0,1.2,46,0
"6422",1990,2,1.2,51,0.0392156862745098
"6423",1991,3,1.2,43,0.0697674418604651
"6424",1992,4,1.2,45,0.0888888888888889
"6425",1993,1,1.2,44,0.0227272727272727
"6426",1994,2,1.2,38,0.0526315789473684
"6427",1995,3,1.2,47,0.0638297872340425
"6428",1996,3,1.2,38,0.0789473684210526
"6429",1997,3,1.2,36,0.0833333333333333
"6430",1998,3,1.2,52,0.0576923076923077
"6431",1999,2,1.2,49,0.0408163265306122
"6432",2000,2,1.2,52,0.0384615384615385
"6433",2001,3,1.2,67,0.0447761194029851
"6434",2002,3,1.2,46,0.0652173913043478
"6435",2003,2,1.2,44,0.0454545454545455
"6436",2004,0,1.2,49,0
"6437",2005,2,1.2,44,0.0454545454545455
"6438",2006,0,1.2,50,0
"6439",2007,4,1.2,65,0.0615384615384615
"6440",2008,1,1.2,53,0.0188679245283019
"6441",2009,3,1.2,48,0.0625
"6442",2010,1,1.2,51,0.0196078431372549
"6443",2011,1,1.2,58,0.0172413793103448
"6444",2012,1,1.2,56,0.0178571428571429
"6445",2013,0,1.2,57,0
"6446",2014,0,1.2,57,0
"6447",2015,2,1.2,58,0.0344827586206897
"6448",2016,5,1.2,60,0.0833333333333333
"6449",2017,1,1.2,69,0.0144927536231884
"6450",2018,2,1.2,62,0.032258064516129
"6451",1969,0,1.225,32,0
"6452",1970,0,1.225,35,0
"6453",1971,0,1.225,44,0
"6454",1972,2,1.225,49,0.0408163265306122
"6455",1973,1,1.225,41,0.024390243902439
"6456",1974,1,1.225,45,0.0222222222222222
"6457",1975,1,1.225,36,0.0277777777777778
"6458",1976,0,1.225,33,0
"6459",1977,1,1.225,55,0.0181818181818182
"6460",1978,1,1.225,35,0.0285714285714286
"6461",1979,1,1.225,42,0.0238095238095238
"6462",1980,2,1.225,45,0.0444444444444444
"6463",1981,0,1.225,37,0
"6464",1982,1,1.225,38,0.0263157894736842
"6465",1983,0,1.225,35,0
"6466",1984,1,1.225,41,0.024390243902439
"6467",1985,1,1.225,55,0.0181818181818182
"6468",1986,1,1.225,47,0.0212765957446809
"6469",1987,0,1.225,36,0
"6470",1988,0,1.225,36,0
"6471",1989,0,1.225,46,0
"6472",1990,2,1.225,51,0.0392156862745098
"6473",1991,3,1.225,43,0.0697674418604651
"6474",1992,4,1.225,45,0.0888888888888889
"6475",1993,1,1.225,44,0.0227272727272727
"6476",1994,2,1.225,38,0.0526315789473684
"6477",1995,3,1.225,47,0.0638297872340425
"6478",1996,3,1.225,38,0.0789473684210526
"6479",1997,3,1.225,36,0.0833333333333333
"6480",1998,3,1.225,52,0.0576923076923077
"6481",1999,2,1.225,49,0.0408163265306122
"6482",2000,2,1.225,52,0.0384615384615385
"6483",2001,3,1.225,67,0.0447761194029851
"6484",2002,3,1.225,46,0.0652173913043478
"6485",2003,2,1.225,44,0.0454545454545455
"6486",2004,0,1.225,49,0
"6487",2005,2,1.225,44,0.0454545454545455
"6488",2006,0,1.225,50,0
"6489",2007,4,1.225,65,0.0615384615384615
"6490",2008,1,1.225,53,0.0188679245283019
"6491",2009,3,1.225,48,0.0625
"6492",2010,1,1.225,51,0.0196078431372549
"6493",2011,1,1.225,58,0.0172413793103448
"6494",2012,1,1.225,56,0.0178571428571429
"6495",2013,0,1.225,57,0
"6496",2014,0,1.225,57,0
"6497",2015,2,1.225,58,0.0344827586206897
"6498",2016,4,1.225,60,0.0666666666666667
"6499",2017,1,1.225,69,0.0144927536231884
"6500",2018,2,1.225,62,0.032258064516129
"6501",1969,0,1.25,32,0
"6502",1970,0,1.25,35,0
"6503",1971,0,1.25,44,0
"6504",1972,1,1.25,49,0.0204081632653061
"6505",1973,1,1.25,41,0.024390243902439
"6506",1974,1,1.25,45,0.0222222222222222
"6507",1975,1,1.25,36,0.0277777777777778
"6508",1976,0,1.25,33,0
"6509",1977,1,1.25,55,0.0181818181818182
"6510",1978,1,1.25,35,0.0285714285714286
"6511",1979,1,1.25,42,0.0238095238095238
"6512",1980,2,1.25,45,0.0444444444444444
"6513",1981,0,1.25,37,0
"6514",1982,1,1.25,38,0.0263157894736842
"6515",1983,0,1.25,35,0
"6516",1984,0,1.25,41,0
"6517",1985,1,1.25,55,0.0181818181818182
"6518",1986,1,1.25,47,0.0212765957446809
"6519",1987,0,1.25,36,0
"6520",1988,0,1.25,36,0
"6521",1989,0,1.25,46,0
"6522",1990,2,1.25,51,0.0392156862745098
"6523",1991,3,1.25,43,0.0697674418604651
"6524",1992,4,1.25,45,0.0888888888888889
"6525",1993,1,1.25,44,0.0227272727272727
"6526",1994,2,1.25,38,0.0526315789473684
"6527",1995,3,1.25,47,0.0638297872340425
"6528",1996,3,1.25,38,0.0789473684210526
"6529",1997,3,1.25,36,0.0833333333333333
"6530",1998,2,1.25,52,0.0384615384615385
"6531",1999,2,1.25,49,0.0408163265306122
"6532",2000,2,1.25,52,0.0384615384615385
"6533",2001,3,1.25,67,0.0447761194029851
"6534",2002,3,1.25,46,0.0652173913043478
"6535",2003,2,1.25,44,0.0454545454545455
"6536",2004,0,1.25,49,0
"6537",2005,2,1.25,44,0.0454545454545455
"6538",2006,0,1.25,50,0
"6539",2007,4,1.25,65,0.0615384615384615
"6540",2008,1,1.25,53,0.0188679245283019
"6541",2009,3,1.25,48,0.0625
"6542",2010,1,1.25,51,0.0196078431372549
"6543",2011,1,1.25,58,0.0172413793103448
"6544",2012,1,1.25,56,0.0178571428571429
"6545",2013,0,1.25,57,0
"6546",2014,0,1.25,57,0
"6547",2015,2,1.25,58,0.0344827586206897
"6548",2016,3,1.25,60,0.05
"6549",2017,1,1.25,69,0.0144927536231884
"6550",2018,2,1.25,62,0.032258064516129
"6551",1969,0,1.275,32,0
"6552",1970,0,1.275,35,0
"6553",1971,0,1.275,44,0
"6554",1972,1,1.275,49,0.0204081632653061
"6555",1973,1,1.275,41,0.024390243902439
"6556",1974,1,1.275,45,0.0222222222222222
"6557",1975,1,1.275,36,0.0277777777777778
"6558",1976,0,1.275,33,0
"6559",1977,1,1.275,55,0.0181818181818182
"6560",1978,1,1.275,35,0.0285714285714286
"6561",1979,1,1.275,42,0.0238095238095238
"6562",1980,2,1.275,45,0.0444444444444444
"6563",1981,0,1.275,37,0
"6564",1982,1,1.275,38,0.0263157894736842
"6565",1983,0,1.275,35,0
"6566",1984,0,1.275,41,0
"6567",1985,1,1.275,55,0.0181818181818182
"6568",1986,1,1.275,47,0.0212765957446809
"6569",1987,0,1.275,36,0
"6570",1988,0,1.275,36,0
"6571",1989,0,1.275,46,0
"6572",1990,2,1.275,51,0.0392156862745098
"6573",1991,3,1.275,43,0.0697674418604651
"6574",1992,4,1.275,45,0.0888888888888889
"6575",1993,1,1.275,44,0.0227272727272727
"6576",1994,2,1.275,38,0.0526315789473684
"6577",1995,3,1.275,47,0.0638297872340425
"6578",1996,3,1.275,38,0.0789473684210526
"6579",1997,3,1.275,36,0.0833333333333333
"6580",1998,2,1.275,52,0.0384615384615385
"6581",1999,2,1.275,49,0.0408163265306122
"6582",2000,2,1.275,52,0.0384615384615385
"6583",2001,3,1.275,67,0.0447761194029851
"6584",2002,3,1.275,46,0.0652173913043478
"6585",2003,2,1.275,44,0.0454545454545455
"6586",2004,0,1.275,49,0
"6587",2005,2,1.275,44,0.0454545454545455
"6588",2006,0,1.275,50,0
"6589",2007,4,1.275,65,0.0615384615384615
"6590",2008,1,1.275,53,0.0188679245283019
"6591",2009,3,1.275,48,0.0625
"6592",2010,1,1.275,51,0.0196078431372549
"6593",2011,1,1.275,58,0.0172413793103448
"6594",2012,1,1.275,56,0.0178571428571429
"6595",2013,0,1.275,57,0
"6596",2014,0,1.275,57,0
"6597",2015,2,1.275,58,0.0344827586206897
"6598",2016,3,1.275,60,0.05
"6599",2017,1,1.275,69,0.0144927536231884
"6600",2018,2,1.275,62,0.032258064516129
"6601",1969,0,1.3,32,0
"6602",1970,0,1.3,35,0
"6603",1971,0,1.3,44,0
"6604",1972,1,1.3,49,0.0204081632653061
"6605",1973,1,1.3,41,0.024390243902439
"6606",1974,1,1.3,45,0.0222222222222222
"6607",1975,1,1.3,36,0.0277777777777778
"6608",1976,0,1.3,33,0
"6609",1977,1,1.3,55,0.0181818181818182
"6610",1978,1,1.3,35,0.0285714285714286
"6611",1979,1,1.3,42,0.0238095238095238
"6612",1980,2,1.3,45,0.0444444444444444
"6613",1981,0,1.3,37,0
"6614",1982,1,1.3,38,0.0263157894736842
"6615",1983,0,1.3,35,0
"6616",1984,0,1.3,41,0
"6617",1985,1,1.3,55,0.0181818181818182
"6618",1986,1,1.3,47,0.0212765957446809
"6619",1987,0,1.3,36,0
"6620",1988,0,1.3,36,0
"6621",1989,0,1.3,46,0
"6622",1990,2,1.3,51,0.0392156862745098
"6623",1991,3,1.3,43,0.0697674418604651
"6624",1992,4,1.3,45,0.0888888888888889
"6625",1993,1,1.3,44,0.0227272727272727
"6626",1994,2,1.3,38,0.0526315789473684
"6627",1995,3,1.3,47,0.0638297872340425
"6628",1996,3,1.3,38,0.0789473684210526
"6629",1997,3,1.3,36,0.0833333333333333
"6630",1998,2,1.3,52,0.0384615384615385
"6631",1999,2,1.3,49,0.0408163265306122
"6632",2000,2,1.3,52,0.0384615384615385
"6633",2001,3,1.3,67,0.0447761194029851
"6634",2002,3,1.3,46,0.0652173913043478
"6635",2003,2,1.3,44,0.0454545454545455
"6636",2004,0,1.3,49,0
"6637",2005,2,1.3,44,0.0454545454545455
"6638",2006,0,1.3,50,0
"6639",2007,4,1.3,65,0.0615384615384615
"6640",2008,1,1.3,53,0.0188679245283019
"6641",2009,3,1.3,48,0.0625
"6642",2010,1,1.3,51,0.0196078431372549
"6643",2011,1,1.3,58,0.0172413793103448
"6644",2012,1,1.3,56,0.0178571428571429
"6645",2013,0,1.3,57,0
"6646",2014,0,1.3,57,0
"6647",2015,2,1.3,58,0.0344827586206897
"6648",2016,3,1.3,60,0.05
"6649",2017,1,1.3,69,0.0144927536231884
"6650",2018,2,1.3,62,0.032258064516129
"6651",1969,0,1.325,32,0
"6652",1970,0,1.325,35,0
"6653",1971,0,1.325,44,0
"6654",1972,1,1.325,49,0.0204081632653061
"6655",1973,1,1.325,41,0.024390243902439
"6656",1974,1,1.325,45,0.0222222222222222
"6657",1975,1,1.325,36,0.0277777777777778
"6658",1976,0,1.325,33,0
"6659",1977,1,1.325,55,0.0181818181818182
"6660",1978,1,1.325,35,0.0285714285714286
"6661",1979,1,1.325,42,0.0238095238095238
"6662",1980,2,1.325,45,0.0444444444444444
"6663",1981,0,1.325,37,0
"6664",1982,1,1.325,38,0.0263157894736842
"6665",1983,0,1.325,35,0
"6666",1984,0,1.325,41,0
"6667",1985,1,1.325,55,0.0181818181818182
"6668",1986,1,1.325,47,0.0212765957446809
"6669",1987,0,1.325,36,0
"6670",1988,0,1.325,36,0
"6671",1989,0,1.325,46,0
"6672",1990,2,1.325,51,0.0392156862745098
"6673",1991,3,1.325,43,0.0697674418604651
"6674",1992,4,1.325,45,0.0888888888888889
"6675",1993,1,1.325,44,0.0227272727272727
"6676",1994,2,1.325,38,0.0526315789473684
"6677",1995,3,1.325,47,0.0638297872340425
"6678",1996,3,1.325,38,0.0789473684210526
"6679",1997,3,1.325,36,0.0833333333333333
"6680",1998,2,1.325,52,0.0384615384615385
"6681",1999,2,1.325,49,0.0408163265306122
"6682",2000,2,1.325,52,0.0384615384615385
"6683",2001,3,1.325,67,0.0447761194029851
"6684",2002,3,1.325,46,0.0652173913043478
"6685",2003,0,1.325,44,0
"6686",2004,0,1.325,49,0
"6687",2005,2,1.325,44,0.0454545454545455
"6688",2006,0,1.325,50,0
"6689",2007,4,1.325,65,0.0615384615384615
"6690",2008,1,1.325,53,0.0188679245283019
"6691",2009,3,1.325,48,0.0625
"6692",2010,1,1.325,51,0.0196078431372549
"6693",2011,1,1.325,58,0.0172413793103448
"6694",2012,1,1.325,56,0.0178571428571429
"6695",2013,0,1.325,57,0
"6696",2014,0,1.325,57,0
"6697",2015,2,1.325,58,0.0344827586206897
"6698",2016,3,1.325,60,0.05
"6699",2017,1,1.325,69,0.0144927536231884
"6700",2018,2,1.325,62,0.032258064516129
"6701",1969,0,1.35,32,0
"6702",1970,0,1.35,35,0
"6703",1971,0,1.35,44,0
"6704",1972,1,1.35,49,0.0204081632653061
"6705",1973,1,1.35,41,0.024390243902439
"6706",1974,1,1.35,45,0.0222222222222222
"6707",1975,1,1.35,36,0.0277777777777778
"6708",1976,0,1.35,33,0
"6709",1977,1,1.35,55,0.0181818181818182
"6710",1978,1,1.35,35,0.0285714285714286
"6711",1979,1,1.35,42,0.0238095238095238
"6712",1980,2,1.35,45,0.0444444444444444
"6713",1981,0,1.35,37,0
"6714",1982,1,1.35,38,0.0263157894736842
"6715",1983,0,1.35,35,0
"6716",1984,0,1.35,41,0
"6717",1985,1,1.35,55,0.0181818181818182
"6718",1986,1,1.35,47,0.0212765957446809
"6719",1987,0,1.35,36,0
"6720",1988,0,1.35,36,0
"6721",1989,0,1.35,46,0
"6722",1990,2,1.35,51,0.0392156862745098
"6723",1991,3,1.35,43,0.0697674418604651
"6724",1992,4,1.35,45,0.0888888888888889
"6725",1993,1,1.35,44,0.0227272727272727
"6726",1994,2,1.35,38,0.0526315789473684
"6727",1995,2,1.35,47,0.0425531914893617
"6728",1996,3,1.35,38,0.0789473684210526
"6729",1997,3,1.35,36,0.0833333333333333
"6730",1998,2,1.35,52,0.0384615384615385
"6731",1999,2,1.35,49,0.0408163265306122
"6732",2000,2,1.35,52,0.0384615384615385
"6733",2001,3,1.35,67,0.0447761194029851
"6734",2002,3,1.35,46,0.0652173913043478
"6735",2003,0,1.35,44,0
"6736",2004,0,1.35,49,0
"6737",2005,2,1.35,44,0.0454545454545455
"6738",2006,0,1.35,50,0
"6739",2007,3,1.35,65,0.0461538461538462
"6740",2008,1,1.35,53,0.0188679245283019
"6741",2009,3,1.35,48,0.0625
"6742",2010,1,1.35,51,0.0196078431372549
"6743",2011,1,1.35,58,0.0172413793103448
"6744",2012,1,1.35,56,0.0178571428571429
"6745",2013,0,1.35,57,0
"6746",2014,0,1.35,57,0
"6747",2015,2,1.35,58,0.0344827586206897
"6748",2016,3,1.35,60,0.05
"6749",2017,0,1.35,69,0
"6750",2018,2,1.35,62,0.032258064516129
"6751",1969,0,1.375,32,0
"6752",1970,0,1.375,35,0
"6753",1971,0,1.375,44,0
"6754",1972,1,1.375,49,0.0204081632653061
"6755",1973,1,1.375,41,0.024390243902439
"6756",1974,1,1.375,45,0.0222222222222222
"6757",1975,1,1.375,36,0.0277777777777778
"6758",1976,0,1.375,33,0
"6759",1977,1,1.375,55,0.0181818181818182
"6760",1978,1,1.375,35,0.0285714285714286
"6761",1979,1,1.375,42,0.0238095238095238
"6762",1980,2,1.375,45,0.0444444444444444
"6763",1981,0,1.375,37,0
"6764",1982,1,1.375,38,0.0263157894736842
"6765",1983,0,1.375,35,0
"6766",1984,0,1.375,41,0
"6767",1985,1,1.375,55,0.0181818181818182
"6768",1986,1,1.375,47,0.0212765957446809
"6769",1987,0,1.375,36,0
"6770",1988,0,1.375,36,0
"6771",1989,0,1.375,46,0
"6772",1990,2,1.375,51,0.0392156862745098
"6773",1991,3,1.375,43,0.0697674418604651
"6774",1992,4,1.375,45,0.0888888888888889
"6775",1993,1,1.375,44,0.0227272727272727
"6776",1994,2,1.375,38,0.0526315789473684
"6777",1995,2,1.375,47,0.0425531914893617
"6778",1996,3,1.375,38,0.0789473684210526
"6779",1997,3,1.375,36,0.0833333333333333
"6780",1998,2,1.375,52,0.0384615384615385
"6781",1999,1,1.375,49,0.0204081632653061
"6782",2000,2,1.375,52,0.0384615384615385
"6783",2001,3,1.375,67,0.0447761194029851
"6784",2002,3,1.375,46,0.0652173913043478
"6785",2003,0,1.375,44,0
"6786",2004,0,1.375,49,0
"6787",2005,2,1.375,44,0.0454545454545455
"6788",2006,0,1.375,50,0
"6789",2007,3,1.375,65,0.0461538461538462
"6790",2008,1,1.375,53,0.0188679245283019
"6791",2009,3,1.375,48,0.0625
"6792",2010,1,1.375,51,0.0196078431372549
"6793",2011,1,1.375,58,0.0172413793103448
"6794",2012,1,1.375,56,0.0178571428571429
"6795",2013,0,1.375,57,0
"6796",2014,0,1.375,57,0
"6797",2015,2,1.375,58,0.0344827586206897
"6798",2016,3,1.375,60,0.05
"6799",2017,0,1.375,69,0
"6800",2018,2,1.375,62,0.032258064516129
"6801",1969,0,1.4,32,0
"6802",1970,0,1.4,35,0
"6803",1971,0,1.4,44,0
"6804",1972,1,1.4,49,0.0204081632653061
"6805",1973,1,1.4,41,0.024390243902439
"6806",1974,1,1.4,45,0.0222222222222222
"6807",1975,1,1.4,36,0.0277777777777778
"6808",1976,0,1.4,33,0
"6809",1977,1,1.4,55,0.0181818181818182
"6810",1978,1,1.4,35,0.0285714285714286
"6811",1979,1,1.4,42,0.0238095238095238
"6812",1980,2,1.4,45,0.0444444444444444
"6813",1981,0,1.4,37,0
"6814",1982,1,1.4,38,0.0263157894736842
"6815",1983,0,1.4,35,0
"6816",1984,0,1.4,41,0
"6817",1985,1,1.4,55,0.0181818181818182
"6818",1986,1,1.4,47,0.0212765957446809
"6819",1987,0,1.4,36,0
"6820",1988,0,1.4,36,0
"6821",1989,0,1.4,46,0
"6822",1990,2,1.4,51,0.0392156862745098
"6823",1991,3,1.4,43,0.0697674418604651
"6824",1992,4,1.4,45,0.0888888888888889
"6825",1993,1,1.4,44,0.0227272727272727
"6826",1994,2,1.4,38,0.0526315789473684
"6827",1995,2,1.4,47,0.0425531914893617
"6828",1996,3,1.4,38,0.0789473684210526
"6829",1997,3,1.4,36,0.0833333333333333
"6830",1998,2,1.4,52,0.0384615384615385
"6831",1999,1,1.4,49,0.0204081632653061
"6832",2000,2,1.4,52,0.0384615384615385
"6833",2001,3,1.4,67,0.0447761194029851
"6834",2002,1,1.4,46,0.0217391304347826
"6835",2003,0,1.4,44,0
"6836",2004,0,1.4,49,0
"6837",2005,1,1.4,44,0.0227272727272727
"6838",2006,0,1.4,50,0
"6839",2007,3,1.4,65,0.0461538461538462
"6840",2008,1,1.4,53,0.0188679245283019
"6841",2009,3,1.4,48,0.0625
"6842",2010,1,1.4,51,0.0196078431372549
"6843",2011,1,1.4,58,0.0172413793103448
"6844",2012,1,1.4,56,0.0178571428571429
"6845",2013,0,1.4,57,0
"6846",2014,0,1.4,57,0
"6847",2015,2,1.4,58,0.0344827586206897
"6848",2016,2,1.4,60,0.0333333333333333
"6849",2017,0,1.4,69,0
"6850",2018,2,1.4,62,0.032258064516129
"6851",1969,0,1.425,32,0
"6852",1970,0,1.425,35,0
"6853",1971,0,1.425,44,0
"6854",1972,1,1.425,49,0.0204081632653061
"6855",1973,1,1.425,41,0.024390243902439
"6856",1974,1,1.425,45,0.0222222222222222
"6857",1975,1,1.425,36,0.0277777777777778
"6858",1976,0,1.425,33,0
"6859",1977,1,1.425,55,0.0181818181818182
"6860",1978,1,1.425,35,0.0285714285714286
"6861",1979,1,1.425,42,0.0238095238095238
"6862",1980,2,1.425,45,0.0444444444444444
"6863",1981,0,1.425,37,0
"6864",1982,1,1.425,38,0.0263157894736842
"6865",1983,0,1.425,35,0
"6866",1984,0,1.425,41,0
"6867",1985,1,1.425,55,0.0181818181818182
"6868",1986,1,1.425,47,0.0212765957446809
"6869",1987,0,1.425,36,0
"6870",1988,0,1.425,36,0
"6871",1989,0,1.425,46,0
"6872",1990,2,1.425,51,0.0392156862745098
"6873",1991,3,1.425,43,0.0697674418604651
"6874",1992,3,1.425,45,0.0666666666666667
"6875",1993,1,1.425,44,0.0227272727272727
"6876",1994,2,1.425,38,0.0526315789473684
"6877",1995,2,1.425,47,0.0425531914893617
"6878",1996,3,1.425,38,0.0789473684210526
"6879",1997,3,1.425,36,0.0833333333333333
"6880",1998,2,1.425,52,0.0384615384615385
"6881",1999,1,1.425,49,0.0204081632653061
"6882",2000,2,1.425,52,0.0384615384615385
"6883",2001,3,1.425,67,0.0447761194029851
"6884",2002,1,1.425,46,0.0217391304347826
"6885",2003,0,1.425,44,0
"6886",2004,0,1.425,49,0
"6887",2005,1,1.425,44,0.0227272727272727
"6888",2006,0,1.425,50,0
"6889",2007,3,1.425,65,0.0461538461538462
"6890",2008,1,1.425,53,0.0188679245283019
"6891",2009,3,1.425,48,0.0625
"6892",2010,1,1.425,51,0.0196078431372549
"6893",2011,1,1.425,58,0.0172413793103448
"6894",2012,1,1.425,56,0.0178571428571429
"6895",2013,0,1.425,57,0
"6896",2014,0,1.425,57,0
"6897",2015,2,1.425,58,0.0344827586206897
"6898",2016,2,1.425,60,0.0333333333333333
"6899",2017,0,1.425,69,0
"6900",2018,2,1.425,62,0.032258064516129
"6901",1969,0,1.45,32,0
"6902",1970,0,1.45,35,0
"6903",1971,0,1.45,44,0
"6904",1972,1,1.45,49,0.0204081632653061
"6905",1973,1,1.45,41,0.024390243902439
"6906",1974,1,1.45,45,0.0222222222222222
"6907",1975,1,1.45,36,0.0277777777777778
"6908",1976,0,1.45,33,0
"6909",1977,1,1.45,55,0.0181818181818182
"6910",1978,1,1.45,35,0.0285714285714286
"6911",1979,1,1.45,42,0.0238095238095238
"6912",1980,2,1.45,45,0.0444444444444444
"6913",1981,0,1.45,37,0
"6914",1982,1,1.45,38,0.0263157894736842
"6915",1983,0,1.45,35,0
"6916",1984,0,1.45,41,0
"6917",1985,1,1.45,55,0.0181818181818182
"6918",1986,1,1.45,47,0.0212765957446809
"6919",1987,0,1.45,36,0
"6920",1988,0,1.45,36,0
"6921",1989,0,1.45,46,0
"6922",1990,2,1.45,51,0.0392156862745098
"6923",1991,3,1.45,43,0.0697674418604651
"6924",1992,3,1.45,45,0.0666666666666667
"6925",1993,1,1.45,44,0.0227272727272727
"6926",1994,2,1.45,38,0.0526315789473684
"6927",1995,2,1.45,47,0.0425531914893617
"6928",1996,3,1.45,38,0.0789473684210526
"6929",1997,3,1.45,36,0.0833333333333333
"6930",1998,2,1.45,52,0.0384615384615385
"6931",1999,1,1.45,49,0.0204081632653061
"6932",2000,2,1.45,52,0.0384615384615385
"6933",2001,2,1.45,67,0.0298507462686567
"6934",2002,1,1.45,46,0.0217391304347826
"6935",2003,0,1.45,44,0
"6936",2004,0,1.45,49,0
"6937",2005,1,1.45,44,0.0227272727272727
"6938",2006,0,1.45,50,0
"6939",2007,3,1.45,65,0.0461538461538462
"6940",2008,1,1.45,53,0.0188679245283019
"6941",2009,3,1.45,48,0.0625
"6942",2010,1,1.45,51,0.0196078431372549
"6943",2011,1,1.45,58,0.0172413793103448
"6944",2012,1,1.45,56,0.0178571428571429
"6945",2013,0,1.45,57,0
"6946",2014,0,1.45,57,0
"6947",2015,2,1.45,58,0.0344827586206897
"6948",2016,2,1.45,60,0.0333333333333333
"6949",2017,0,1.45,69,0
"6950",2018,1,1.45,62,0.0161290322580645
"6951",1969,0,1.475,32,0
"6952",1970,0,1.475,35,0
"6953",1971,0,1.475,44,0
"6954",1972,1,1.475,49,0.0204081632653061
"6955",1973,1,1.475,41,0.024390243902439
"6956",1974,1,1.475,45,0.0222222222222222
"6957",1975,1,1.475,36,0.0277777777777778
"6958",1976,0,1.475,33,0
"6959",1977,1,1.475,55,0.0181818181818182
"6960",1978,1,1.475,35,0.0285714285714286
"6961",1979,1,1.475,42,0.0238095238095238
"6962",1980,2,1.475,45,0.0444444444444444
"6963",1981,0,1.475,37,0
"6964",1982,1,1.475,38,0.0263157894736842
"6965",1983,0,1.475,35,0
"6966",1984,0,1.475,41,0
