"","Year","cbns","threshold","retirees","prop"
"1051",1969,30,-1.475,32,0.9375
"1052",1970,32,-1.475,35,0.914285714285714
"1053",1971,38,-1.475,44,0.863636363636364
"1054",1972,45,-1.475,49,0.918367346938776
"1055",1973,40,-1.475,41,0.975609756097561
"1056",1974,43,-1.475,45,0.955555555555556
"1057",1975,34,-1.475,36,0.944444444444444
"1058",1976,33,-1.475,33,1
"1059",1977,48,-1.475,55,0.872727272727273
"1060",1978,33,-1.475,35,0.942857142857143
"1061",1979,37,-1.475,42,0.880952380952381
"1062",1980,43,-1.475,45,0.955555555555556
"1063",1981,33,-1.475,37,0.891891891891892
"1064",1982,33,-1.475,38,0.868421052631579
"1065",1983,34,-1.475,35,0.971428571428571
"1066",1984,40,-1.475,41,0.975609756097561
"1067",1985,53,-1.475,55,0.963636363636364
"1068",1986,45,-1.475,47,0.957446808510638
"1069",1987,33,-1.475,36,0.916666666666667
"1070",1988,36,-1.475,36,1
"1071",1989,42,-1.475,46,0.91304347826087
"1072",1990,49,-1.475,51,0.96078431372549
"1073",1991,42,-1.475,43,0.976744186046512
"1074",1992,45,-1.475,45,1
"1075",1993,43,-1.475,44,0.977272727272727
"1076",1994,33,-1.475,38,0.868421052631579
"1077",1995,46,-1.475,47,0.978723404255319
"1078",1996,34,-1.475,38,0.894736842105263
"1079",1997,35,-1.475,36,0.972222222222222
"1080",1998,50,-1.475,52,0.961538461538462
"1081",1999,47,-1.475,49,0.959183673469388
"1082",2000,49,-1.475,52,0.942307692307692
"1083",2001,62,-1.475,67,0.925373134328358
"1084",2002,44,-1.475,46,0.956521739130435
"1085",2003,41,-1.475,44,0.931818181818182
"1086",2004,44,-1.475,49,0.897959183673469
"1087",2005,42,-1.475,44,0.954545454545455
"1088",2006,49,-1.475,50,0.98
"1089",2007,59,-1.475,65,0.907692307692308
"1090",2008,52,-1.475,53,0.981132075471698
"1091",2009,44,-1.475,48,0.916666666666667
"1092",2010,48,-1.475,51,0.941176470588235
"1093",2011,48,-1.475,58,0.827586206896552
"1094",2012,52,-1.475,56,0.928571428571429
"1095",2013,51,-1.475,57,0.894736842105263
"1096",2014,55,-1.475,57,0.964912280701754
"1097",2015,56,-1.475,58,0.96551724137931
"1098",2016,57,-1.475,60,0.95
"1099",2017,65,-1.475,69,0.942028985507246
"1100",2018,59,-1.475,62,0.951612903225806
"1101",1969,30,-1.45,32,0.9375
"1102",1970,32,-1.45,35,0.914285714285714
"1103",1971,38,-1.45,44,0.863636363636364
"1104",1972,45,-1.45,49,0.918367346938776
"1105",1973,40,-1.45,41,0.975609756097561
"1106",1974,43,-1.45,45,0.955555555555556
"1107",1975,34,-1.45,36,0.944444444444444
"1108",1976,33,-1.45,33,1
"1109",1977,48,-1.45,55,0.872727272727273
"1110",1978,32,-1.45,35,0.914285714285714
"1111",1979,37,-1.45,42,0.880952380952381
"1112",1980,43,-1.45,45,0.955555555555556
"1113",1981,33,-1.45,37,0.891891891891892
"1114",1982,33,-1.45,38,0.868421052631579
"1115",1983,34,-1.45,35,0.971428571428571
"1116",1984,39,-1.45,41,0.951219512195122
"1117",1985,53,-1.45,55,0.963636363636364
"1118",1986,45,-1.45,47,0.957446808510638
"1119",1987,33,-1.45,36,0.916666666666667
"1120",1988,36,-1.45,36,1
"1121",1989,42,-1.45,46,0.91304347826087
"1122",1990,49,-1.45,51,0.96078431372549
"1123",1991,42,-1.45,43,0.976744186046512
"1124",1992,45,-1.45,45,1
"1125",1993,43,-1.45,44,0.977272727272727
"1126",1994,33,-1.45,38,0.868421052631579
"1127",1995,45,-1.45,47,0.957446808510638
"1128",1996,33,-1.45,38,0.868421052631579
"1129",1997,35,-1.45,36,0.972222222222222
"1130",1998,50,-1.45,52,0.961538461538462
"1131",1999,47,-1.45,49,0.959183673469388
"1132",2000,49,-1.45,52,0.942307692307692
"1133",2001,62,-1.45,67,0.925373134328358
"1134",2002,44,-1.45,46,0.956521739130435
"1135",2003,41,-1.45,44,0.931818181818182
"1136",2004,44,-1.45,49,0.897959183673469
"1137",2005,42,-1.45,44,0.954545454545455
"1138",2006,49,-1.45,50,0.98
"1139",2007,59,-1.45,65,0.907692307692308
"1140",2008,52,-1.45,53,0.981132075471698
"1141",2009,44,-1.45,48,0.916666666666667
"1142",2010,48,-1.45,51,0.941176470588235
"1143",2011,48,-1.45,58,0.827586206896552
"1144",2012,52,-1.45,56,0.928571428571429
"1145",2013,51,-1.45,57,0.894736842105263
"1146",2014,55,-1.45,57,0.964912280701754
"1147",2015,54,-1.45,58,0.931034482758621
"1148",2016,55,-1.45,60,0.916666666666667
"1149",2017,65,-1.45,69,0.942028985507246
"1150",2018,59,-1.45,62,0.951612903225806
"1151",1969,29,-1.425,32,0.90625
"1152",1970,32,-1.425,35,0.914285714285714
"1153",1971,38,-1.425,44,0.863636363636364
"1154",1972,45,-1.425,49,0.918367346938776
"1155",1973,40,-1.425,41,0.975609756097561
"1156",1974,43,-1.425,45,0.955555555555556
"1157",1975,34,-1.425,36,0.944444444444444
"1158",1976,32,-1.425,33,0.96969696969697
"1159",1977,48,-1.425,55,0.872727272727273
"1160",1978,32,-1.425,35,0.914285714285714
"1161",1979,37,-1.425,42,0.880952380952381
"1162",1980,43,-1.425,45,0.955555555555556
"1163",1981,33,-1.425,37,0.891891891891892
"1164",1982,33,-1.425,38,0.868421052631579
"1165",1983,34,-1.425,35,0.971428571428571
"1166",1984,39,-1.425,41,0.951219512195122
"1167",1985,53,-1.425,55,0.963636363636364
"1168",1986,45,-1.425,47,0.957446808510638
"1169",1987,33,-1.425,36,0.916666666666667
"1170",1988,36,-1.425,36,1
"1171",1989,42,-1.425,46,0.91304347826087
"1172",1990,49,-1.425,51,0.96078431372549
"1173",1991,42,-1.425,43,0.976744186046512
"1174",1992,45,-1.425,45,1
"1175",1993,43,-1.425,44,0.977272727272727
"1176",1994,33,-1.425,38,0.868421052631579
"1177",1995,45,-1.425,47,0.957446808510638
"1178",1996,33,-1.425,38,0.868421052631579
"1179",1997,35,-1.425,36,0.972222222222222
"1180",1998,50,-1.425,52,0.961538461538462
"1181",1999,47,-1.425,49,0.959183673469388
"1182",2000,49,-1.425,52,0.942307692307692
"1183",2001,62,-1.425,67,0.925373134328358
"1184",2002,44,-1.425,46,0.956521739130435
"1185",2003,41,-1.425,44,0.931818181818182
"1186",2004,44,-1.425,49,0.897959183673469
"1187",2005,42,-1.425,44,0.954545454545455
"1188",2006,49,-1.425,50,0.98
"1189",2007,57,-1.425,65,0.876923076923077
"1190",2008,52,-1.425,53,0.981132075471698
"1191",2009,44,-1.425,48,0.916666666666667
"1192",2010,47,-1.425,51,0.92156862745098
"1193",2011,48,-1.425,58,0.827586206896552
"1194",2012,52,-1.425,56,0.928571428571429
"1195",2013,51,-1.425,57,0.894736842105263
"1196",2014,53,-1.425,57,0.929824561403509
"1197",2015,53,-1.425,58,0.913793103448276
"1198",2016,55,-1.425,60,0.916666666666667
"1199",2017,65,-1.425,69,0.942028985507246
"1200",2018,59,-1.425,62,0.951612903225806
"1201",1969,29,-1.4,32,0.90625
"1202",1970,32,-1.4,35,0.914285714285714
"1203",1971,38,-1.4,44,0.863636363636364
"1204",1972,45,-1.4,49,0.918367346938776
"1205",1973,40,-1.4,41,0.975609756097561
"1206",1974,43,-1.4,45,0.955555555555556
"1207",1975,34,-1.4,36,0.944444444444444
"1208",1976,32,-1.4,33,0.96969696969697
"1209",1977,48,-1.4,55,0.872727272727273
"1210",1978,32,-1.4,35,0.914285714285714
"1211",1979,37,-1.4,42,0.880952380952381
"1212",1980,43,-1.4,45,0.955555555555556
"1213",1981,32,-1.4,37,0.864864864864865
"1214",1982,33,-1.4,38,0.868421052631579
"1215",1983,34,-1.4,35,0.971428571428571
"1216",1984,39,-1.4,41,0.951219512195122
"1217",1985,53,-1.4,55,0.963636363636364
"1218",1986,45,-1.4,47,0.957446808510638
"1219",1987,33,-1.4,36,0.916666666666667
"1220",1988,36,-1.4,36,1
